"";"ph2m";"pl2m";"m2p";"e2p";"PC";"P(H)";"P(L)";"PCI";"PI";"HT";"HT(inf)";"HT(ch)";"HT(ad)";"EN";"HT(tot)";"DEV"
"107";5,07349799154326e-05;0,000181122892186977;0,000369447241071612;6,15770490840077e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"108";1,45224124426022e-05;0,000100914377486333;0,000224784060032107;0,00033146697783377;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"109";5,76566762756556e-05;0,000287302731885575;2,70060152979568e-05;0,000113616909366101;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"110";0,000116870621917769;8,46571293659508e-05;0,00025007573433686;0,000124159086262807;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"111";3,50112202577293e-05;9,30208979407325e-05;0,000293594322632998;0,000116238513728604;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"112";8,70268797734752e-05;6,57886654371396e-05;0,000271138941054232;6,89353195484728e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"113";0,000410521679092199;2,11483365856111e-05;6,52925809845328e-05;0,000250244625145569;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"114";0,000140923357685097;0,000111041091731749;0,000107080213958398;0,000159477127483115;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"115";1,84785800520331e-05;0,00012998702947516;0,000482612713472918;4,56996193388477e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"116";1,18369322735816e-05;2,22656758269295e-05;0,00033738570928108;0,000264432314201258;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"117";0,000159433350083418;0,000335543773137033;0,000143969190190546;4,45319620193914e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"118";6,7290874896571e-05;1,39620418194681e-05;0,000380251927184872;3,49088947987184e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"119";0,000124303463264368;1,33609515614808e-06;0,000244684252073057;0,000439918513409793;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"120";1,10375507501885e-05;0,000406263613025658;0,000304671202786267;0,000122418519342318;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"121";0,000166434339014813;1,69056605082005e-05;6,83136141160503e-05;0,00043317605718039;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"122";0,000163930522277951;1,83165699709207e-05;4,18547699227929e-05;0,000202231431961991;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"123";0,000248075151350349;3,57092989142984e-05;8,10614472720772e-06;0,000247151397983544;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"124";0,000391357956337743;9,70791646977887e-05;9,4190196832642e-06;0,000100408599362709;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"125";4,98095925431699e-05;4,73117287037894e-05;0,000345918647362851;0,000221213517477736;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"126";1,06080814730376e-05;7,71319314371795e-05;7,81854420201853e-05;0,000256523880641907;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"127";0,00043294169229921;0,000161873395671137;3,0388972023502e-05;5,26053035864607e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"128";0,000316916164360009;0,000101146210217848;5,13347244122997e-05;0,00025818817212712;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"129";9,52634008135647e-05;0,000124009050312452;0,000242901588324457;0,000147747318260372;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"130";0,000210524756112136;0,000372881374321878;0,000148476028000005;7,94309354387224e-06;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"131";0,000172603254322894;0,000335667599574663;7,28063455317169e-05;3,47870370605961e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"132";6,01527023827657e-05;0,000258035917649977;0,000212505258969031;7,84419971751049e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"133";0,00040106855193153;0,000144159343210049;4,37460290268064e-05;7,78571123955771e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"134";7,11313700303435e-05;4,56753971520811e-05;3,05244819028303e-05;0,000179472470772453;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"135";0,000110224707750604;0,00032812784682028;3,94570652861148e-06;0,000129835657891817;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"136";5,81316428724676e-06;0,00031035039247945;3,99844138883054e-07;0,000105242400779389;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"137";0,000100230955751613;2,82084074569866e-05;9,10549226682633e-05;0,000467246788437478;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"138";0,000300855088513345;0,000188489186228253;7,30662723071873e-07;0,000219406218384393;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"139";0,0002712038801983;5,90817664051428e-05;0,000101675131707452;0,000398295377381146;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"140";6,339380168356e-06;8,73277506325394e-05;0,000408431928255595;0,000292002143338323;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"141";5,47125623561442e-05;9,96452070539817e-05;9,59395177196711e-05;0,000244251737603918;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"142";1,47421106230468e-05;0,000200169780873694;0,000118818285758607;1,84111057315022e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"143";5,04929299931973e-05;2,30774928350002e-05;0,000478714028256945;0,000156483519007452;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"144";0,000151428800774738;0,000391608830308542;0,000245359707041644;2,87573465611786e-05;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
"145";7,36806823406368e-05;0,000243849973776378;8,86920606717467e-08;0,000130639421870001;0;NA;NA;0;0;0;0;0;0;0;0;0,0073
